such as,様に
Display products availability in stock on Storefront.,店頭での在庫のディスプレイ製品の可用性
Product Stock Options,製品ストックオプション
"Please note that these settings apply to individual items in the cart, not to the entire cart.",これらの設定はカート内の個々の項目に全体ではなくカートに適用されますのでご注意ください
Automatically Return Credit Memo Item to Stock,自動的にクレジットメモアイテムは在庫に戻ります
Stock,在庫
Index stock,インデックスの在庫
Allow Browsing Category,閲覧カテゴリを許可します
Allow Adding to Cart,カートに追加を許可
Landing Page,ランディングページ
Disallow Catalog Search By,ランディングページ
Catalog Category Permissions,カタログカテゴリーパーミッション
Indexed permissions for categories,カテゴリのインデックス付きのアクセス許可
Catalog Product Permissions,カタログ商品パーミッション
Indexed permissions for products,製品のインデックス付きのアクセス許可
Catalog Rule Product,カタログルールパーミッション
Indexed rule/product association,インデックス付きルール/製品協会
Catalog Product Rule,カタログ商品ルール
Indexed product/rule association,インデックス付き製品/ルールの関連付け
Popular Search Terms,人気の検索用語
Catalog Search,カタログ検索
Minimal Query Length,最小限のクエリの長​​さ
Maximum Query Length,クエリの最大長
Rebuild Catalog product fulltext search index,カタログの製品全文検索インデックスを再構築
Category URL Suffix,カテゴリーのURLサフィックス
You need to refresh the cache.,キャッシュをリフレッシュする必要があります
Product URL Suffix,商品のURLサフィックス
Use Categories Path for Product URLs,製品URLのカテゴリのパスを使用します
Create Permanent Redirect for URLs if URL Key Changed,URLキーが変更された場合はURLのために恒久的なリダイレクトを作成します
Catalog Products List,カタログ製品一覧
List of Products,製品一覧表
Display Page Control,表示ページのコントロール
Number of Products per Page,ページあたりの製品数
Number of Products to Display,ディスプレイへの数製品
Products Grid Template,製品のグリッドテンプレート
Cache Lifetime (Seconds),キャッシュの有効期間（秒）
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.",86400デフォルトで設定されていない場合瞬時にリフレッシュするにはブロックのHTML出力のキャッシュをクリアします
Small,小さい
Main,メイン
Custom image,カスタムイメージ
Product Fields Auto-Generation,製品フィールド自動生成
Mask for SKU,SKUのマスク
Use {{name}} as Product Name placeholder,商品名プレースホルダとして{{name}を}使用
Mask for Meta Title,メタタイトルのマスク
Mask for Meta Keywords,メタキーワードのマスク
Use {{name}} as Product Name or {{sku}} as Product SKU placeholders,製品SKUプレースホルダとして製品名または{{SKU}}と{{name}を}使用
Mask for Meta Description,メタ記述のマスク
Use {{name}} and {{description}} as Product Name and Product Description placeholders,使用{{名前}}と{{説明}}製品名や製品の説明プレースホルダとして
Storefront,店先
List Mode,リストモード
Products per Page on Grid Allowed Values,グリッド許容値にページごとの製品
Comma-separated.,カンマ区切り
Products per Page on Grid Default Value,グリッド・デフォルト値にページごとの製品
Must be in the allowed values list,使用可能な値のリストでなければなりません
Products per Page on List Allowed Values,一覧許容値にページごとの製品
Products per Page on List Default Value,リストのデフォルト値にページごとの製品
Use Flat Catalog Category,フラットカタログカテゴリを使用します
Use Flat Catalog Product,フラットカタログ製品を使用してください
Product Listing Sort by,並べ替えリスト製品
Allow All Products per Page,ページごとのすべての製品を許可します
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown",「ショーX毎のページ」ドロップダウンで「すべて」オプションを表示するかどうか
Allow Dynamic Media URLs in Products and Categories,製品・カテゴリでダイナミックメディアのURLを許可します
"E.g. {{media url=""path/to/image.jpg""}} {{skin url=""path/to/picture.gif""}}. Dynamic directives parsing impacts catalog performance.","例えば {{メディアurlは= ""パス/に/ image.jpg""}} {{皮膚urlは= ""パス/に/ picture.gif""}}影響カタログ性能を解析ダイナミックディレクティブ"
Product Image Placeholders,商品画像プレースホルダ
Page Title Separator,ページタイトルセパレータ
Use Canonical Link Meta Tag For Categories,カテゴリーの正規リンクメタタグを使用します
Use Canonical Link Meta Tag For Products,製品の正規リンクメタタグを使用します
Catalog Price Scope,カタログ価格範囲
"This defines the base currency scope (""Currency Setup"" > ""Currency Options"" > ""Base Currency"").",これは基本通貨のスコープ（「通貨設定」>「通貨オプション」>「ベース通貨」）を定義します
Category Top Navigation,カテゴリトップナビゲーション
Date & Time Custom Options,日付と時刻カスタムオプション
Use JavaScript Calendar,JavaScriptのカレンダーを使用します
Date Fields Order,日付フィールドの順序
Time Format,時刻の形式
Year Range,1年の範囲
Please use a four-digit year format.,4桁の年形式を使用してください
Product Image Watermarks,商品画像の透かし
Watermark Default Size,透かしのデフォルトサイズ
"Watermark Opacity, Percent",透かし不透明度パーセント
Watermark,透かし
Watermark Position,ウォーターマークの位置
Use Static URLs for Media Content in WYSIWYG for Catalog,カタログのWYSIWYGでのメディアコンテンツのための静的なURLを使用します
This applies only to catalog products and categories. Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.,これはカタログ製品とカテゴリに適用されますメディアコンテンツは静的なURLとしてエディタに挿入されますシステム構成のベースURLが変更された場合メディアコンテンツが更新されません
Top Level Category,トップレベルカテゴリ
Product Flat Data,製品フラットデータ
Reorganize EAV product structure to flat structure,フラット構造にEAVの製品構造を再編成
